ra,dec,mag_nuv,mag_fuv,Bmag,Vmag,rmag,imag,Jmag,Hmag,Kmag,Av,e_bv,d,mag_fuv
273.6479318,1.056334951,21.64008713,22.47203636,15.372,14.163,13.588,13.16,11.785,11.142,10.993,0.3,0.745589912,415,22.47203636
273.5993052,1.010259135,22.00631142,22.30950928,,,,,15.871,15.333,15.031,0.3,0.775381565,415,22.30950928
273.5237569,0.955536512,22.05809784,99,,,,,16.087,15.444,15.164,0.3,0.842811823,415,---
273.5017529,0.881150957,22.13875961,99,,,,,16.959,16.017,15.515,0.3,0.833456695,415,---
273.613096,0.794899411,21.16266441,22.48112679,16.464,15.391,14.982,14.455,13.091,12.744,12.543,0.3,0.82944876,415,22.48112679
274.3310307,0.389294396,21.25227547,24.85804939,13.078,11.537,10.937,10.242,8.527,7.916,7.648,0.3,0.844412565,415,24.85804939
274.0536809,0.359503105,21.58730698,23.85554695,,,,,16.477,15.713,15.684,0.3,0.78823787,415,23.85554695
271.6752386,-0.324552235,21.39303398,23.67533875,17.878,17.02,,,14.799,14.468,14.213,0.3,0.537044764,415,23.67533875
271.7386059,-0.344388153,22.01075172,22.81487656,,,,,15,14.555,14.204,0.3,0.542078674,415,22.81487656
271.6469625,-0.402878179,21.74447441,24.79247665,,,,,16.066,15.847,15.557,0.3,0.559232712,415,24.79247665
271.6891559,-0.423742259,22.08681488,99,,,,,13.358,12.727,12.586,0.3,0.565434933,415,---
271.6156573,-0.426134129,21.77161789,99,,,,,16.899,16.428,15.625,0.3,0.528618932,415,---
271.550893,-0.458705163,21.80572891,24.19107437,,,,,16.259,15.895,15.163,0.3,0.482267141,415,24.19107437
274.7107735,1.999078646,22.42103195,99,,,,,15.213,14.575,14.364,0.3,0.723815084,415,---
270.3124218,-0.906709636,20.49502182,23.85221863,12.817,11.529,10.957,10.401,9.139,8.342,8.347,0.3,0.50645256,415,23.85221863
270.7799019,-0.940616199,22.04194069,22.80675888,,,,,12.896,12.075,11.931,0.3,0.578027606,415,22.80675888
272.0276322,0.480481166,19.42741966,19.26820374,,,,,14.665,14.009,13.717,0.3,0.494831592,415,19.26820374
272.4260967,0.467400592,20.02737808,22.26844788,12.82,11.424,10.898,10.293,8.733,8.126,7.943,0.3,0.538050294,415,22.26844788
272.7275484,0.418039586,21.56586075,23.99688721,12.676,11.24,10.696,10.029,8.471,7.832,7.633,0.3,0.60978055,415,23.99688721
274.5353008,1.345547952,22.1967659,22.48007202,,,,,15.859,15.265,15,0.3,0.97276628,415,22.48007202
274.5781139,1.293996219,19.9308567,19.88535309,15.716,14.551,14.11,13.577,12.295,11.703,11.581,0.3,0.970145822,415,19.88535309
274.8097247,1.144726805,22.35796356,99,,,,,13.714,13.109,12.924,0.3,0.930798531,415,---
274.729067,1.123359922,21.23835754,21.73448181,15.847,14.682,14.265,13.704,12.296,11.973,11.765,0.3,0.921863794,415,21.73448181
273.5800993,0.578093439,21.83259773,21.93366814,,,,,16.197,15.515,15.484,0.3,0.650014579,415,21.93366814
273.3698848,0.506251779,21.97493935,99,,,,,14.784,14.039,13.917,0.3,0.695689499,415,---
273.4403989,0.515203141,19.74312973,21.95227051,11.862,10.519,10.027,9.552,7.986,7.403,7.213,0.3,0.687681198,415,21.95227051
274.0367007,0.330127428,20.88812828,23.88059044,12.777,11.317,10.667,9.77,8.118,7.479,7.243,0.3,0.794717073,415,23.88059044
274.0567375,0.316336413,21.77243805,23.40219116,14.06,12.463,11.826,11.111,9.331,8.591,8.392,0.3,0.794717073,415,23.40219116
273.7624921,0.25645342,21.37927437,25.15208054,16.286,15.63,15.417,14.967,13.837,13.652,13.448,0.3,0.635128736,415,25.15208054
270.2569622,-0.984191123,20.89985466,21.47208595,14.228,12.912,12.449,11.891,10.313,9.688,9.514,0.3,0.506366074,415,21.47208595
270.5128584,-0.991976868,20.13710976,20.01459312,,,,,15.327,14.627,14.582,0.3,0.566749156,415,20.01459312
270.5345281,-1.001585721,20.29453659,24.2614212,12.83,11.501,11.042,10.495,8.81,8.18,8.052,0.3,0.566749156,415,24.2614212
270.8031149,-1.122090234,21.92899132,22.78447342,,,,,15.373,14.82,14.642,0.3,0.629192173,415,22.78447342
271.5631939,-0.472686087,21.73958206,23.5459671,13.584,12.159,11.637,11.098,9.403,8.79,8.511,0.3,0.525849283,415,23.5459671
271.5331497,-0.498217554,21.75397682,99,,,,,14.762,14.173,14.037,0.3,0.502575278,415,---
271.5310603,-0.445764777,14.04818916,19.24890327,7.641,6.458,,,4.801,4.163,3.981,0.3,0.482267141,415,19.24890327
272.0563292,0.379139222,21.515131,23.909235,13.7,12.421,11.948,11.372,10.101,9.473,9.314,0.3,0.486634165,415,23.909235
271.8880879,0.35389585,21.97588348,99,,,,,15.14,14.634,14.368,0.3,0.46327889,415,---
272.021912,0.349514241,21.63521576,99,,,,,16.139,15.34,13.87,0.3,0.488566816,415,---
272.4432745,0.343397262,20.45380402,22.72257614,14.329,13.12,12.667,12.135,10.694,10.208,10.001,0.3,0.523803651,415,22.72257614
271.8955457,0.330760417,22.07350731,24.03556824,,,,,14.226,13.836,13.625,0.3,0.46327889,415,24.03556824
272.1182972,0.304129029,20.65012932,22.55929947,,,,,14.84,14.758,14.53,0.3,0.526881635,415,22.55929947
270.5529399,-1.181241768,19.77718163,22.88232803,12.56,11.167,10.674,10.082,8.534,7.946,7.761,0.3,0.544850349,415,22.88232803
270.353829,-1.258360519,21.41929245,23.76152039,,,,,16.405,16.119,15.5,0.3,0.55756253,415,23.76152039
270.8144775,-1.275270489,21.44246864,25.12755394,,,,,14.572,14.007,13.824,0.3,0.575001955,415,25.12755394
270.3543496,-1.302271078,20.8352356,24.1964283,14.53,13.139,12.624,11.915,10.309,9.714,9.54,0.3,0.568643808,415,24.1964283
273.606351,0.406603499,20.20542336,22.31202126,11.103,9.31,,,5.884,5.13,4.848,0.3,0.631851733,415,22.31202126
273.4975192,0.409866491,21.64720154,99,16.592,15.33,14.787,14.252,12.578,11.877,11.695,0.3,0.649712086,415,---
273.4540467,0.323730158,22.0351429,22.91681671,16.332,14.51,13.749,12.934,10.774,9.824,9.58,0.3,0.659942746,415,22.91681671
273.6096697,0.301629529,21.95329857,99,,,,,16.778,15.955,15.595,0.3,0.638680756,415,---
273.8305346,0.04019046,18.34135056,22.59959602,11.36,9.93,9.37,8.798,7.218,6.517,6.303,0.3,0.724453926,415,22.59959602
273.682338,-0.056236003,20.40223503,20.13213921,,,,,15.479,14.77,14.714,0.3,0.698480606,415,20.13213921
271.5479199,-0.616697093,21.77940369,99,,,,,14.45,13.738,13.495,0.3,0.570989668,415,---
271.678601,-0.682199472,21.90027237,23.97146797,,,,,13.817,13.266,13.088,0.3,0.632428288,415,23.97146797
271.7098483,-0.792284567,22.12157822,99,,,,,14.433,13.71,13.492,0.3,0.674467802,415,---
271.6238101,-0.795801518,21.86260796,22.22824478,,,,,15.044,14.362,14.263,0.3,0.653475046,415,22.22824478
270.2025238,-1.322501911,20.67321014,99,14.598,13.198,12.884,12.482,11.456,10.99,10.708,0.3,0.575858116,415,---
270.5872762,-1.409122927,20.90161133,21.47844315,,,,,15.97,15.985,15.421,0.3,0.545921028,415,21.47844315
270.6551428,-1.429206989,21.43379974,24.49390793,13.755,11.889,11.268,10.625,8.797,7.992,7.759,0.3,0.588020682,415,24.49390793
270.7973748,-1.460211154,21.92500305,22.75701523,,,,,16.341,16.286,15.799,0.3,0.653656185,415,22.75701523
271.9156157,0.265457612,21.76292229,22.90353394,16.455,15.446,15.128,14.717,13.598,13.074,12.811,0.3,0.460615396,415,22.90353394
272.1161024,0.253577495,21.77121544,99,15.978,14.769,14.333,13.714,12.928,12.405,12.226,0.3,0.545343697,415,---
272.3617098,0.253603363,21.5307579,24.64815903,,,,,14.269,13.829,13.617,0.3,0.519920468,415,24.64815903
272.4957394,0.210960958,21.91677856,99,,,,,14.756,14.078,13.836,0.3,0.55742681,415,---
272.5786803,0.193661215,21.39250755,23.02372169,17.443,16.5,16.239,,14.929,14.622,14.386,0.3,0.585879922,415,23.02372169
272.1272672,0.181739313,21.6331749,23.61789131,15.789,14.552,14.094,13.536,12.008,11.376,11.211,0.3,0.561599314,415,23.61789131
273.2002607,0.297502075,22.10313034,99,,,,,16.034,15.395,15.223,0.3,0.607723236,415,---
273.0262272,0.279442204,21.77704239,22.94481277,,,,,13.562,13.153,12.929,0.3,0.504261136,415,22.94481277
273.0644346,0.238136799,21.76973152,22.85369492,13.8,12.406,11.886,11.305,9.705,9.008,8.858,0.3,0.516960979,415,22.85369492
273.4578716,0.221045969,21.22567749,22.21334648,16.656,15.152,14.601,,12.369,11.758,11.617,0.3,0.664801002,415,22.21334648
273.1517048,0.188114992,21.85403252,25.15568161,15.947,14.971,14.646,14.216,12.936,12.625,12.412,0.3,0.59479022,415,25.15568161
273.747814,-0.30053827,21.47882462,21.29244804,,,,,13.357,11.902,11.745,0.3,0.816749692,415,21.29244804
273.7184305,-0.317236047,22.14365005,30.197052,,,,,16.155,15.406,15.242,0.3,0.795178592,415,30.197052
273.7794813,-0.314550651,18.09624481,17.56760788,14.116,12.3,11.224,9.155,5.907,4.865,4.395,0.3,0.842432141,415,17.56760788
270.2389968,-1.514790843,21.82588387,23.09869957,14.898,13.493,13.06,12.722,11.295,10.683,10.528,0.3,0.642995715,415,23.09869957
270.5014194,-1.5188382,19.52503395,18.98939133,,,,,13.761,13.022,12.81,0.3,0.616972446,415,18.98939133
270.3542327,-1.604973685,21.45999527,24.72087479,,,,,16.69,16.164,15.69,0.3,0.66062963,415,24.72087479
271.6080355,-0.990386411,21.53170586,22.29532623,14.389,13.026,12.489,11.675,10.161,9.451,9.281,0.3,0.769872069,415,22.29532623
271.1726799,-1.638751551,21.43694496,23.28183746,15.307,14.103,,,11.052,10.207,9.863,0.3,1.051132917,415,23.28183746
271.1925633,-1.78931211,21.60614777,99,,,,,15.736,15.045,14.673,0.3,1.173693419,415,---
271.3741173,-1.780054279,22.04405594,24.9620533,14.761,13.047,12.314,11.429,9.249,8.467,8.231,0.3,1.263215423,415,24.9620533
271.0902905,-1.91256747,20.93421936,21.19491005,16.661,15.134,14.419,13.695,11.63,10.956,10.757,0.3,1.098077178,415,21.19491005
270.3425873,-1.699231575,21.49481392,23.05910492,14.35,12.739,12.47,11.995,10.633,10.046,9.86,0.3,0.658328474,415,23.05910492
270.9069828,-1.645741191,21.4220829,22.64881134,16.233,15.241,14.776,14.529,13.024,12.719,12.506,0.3,0.830766857,415,22.64881134
270.6399048,-1.965321236,21.53817177,22.80940056,,,,,16.676,15.716,15.497,0.3,0.773465991,415,22.80940056
270.9431406,-1.973879914,21.06547546,22.0879097,15.253,14.124,13.667,13.211,11.636,11.293,11.068,0.3,1.026241422,415,22.0879097
272.1676687,0.157507476,20.11502647,20.72119331,,,,,13.842,13.224,13.05,0.3,0.567362487,415,20.72119331
272.0589859,0.128883451,21.49931908,23.03822517,,,,,15.709,15.421,15.165,0.3,0.556016505,415,23.03822517
272.2161791,0.1148653,21.59955978,23.24394226,,,,,15.719,15.367,14.934,0.3,0.567148685,415,23.24394226
272.3137278,0.048839144,21.75685883,22.73477936,,,,,16.582,16.7,15.94,0.3,0.623671293,415,22.73477936
273.1257694,0.174106881,21.70944786,22.17391777,,,,,16.382,15.796,14.927,0.3,0.580321014,415,22.17391777
273.6198068,0.160240387,21.27904701,24.07164764,13.203,11.681,11.078,10.485,8.638,7.972,7.825,0.3,0.665836871,415,24.07164764
273.2657464,0.102429465,21.33843613,21.92019272,,,,,15.532,14.167,13.28,0.3,0.643125951,415,21.92019272
273.0253019,0.062737687,22.00633621,23.47743225,,,,,16.292,15.846,15.54,0.3,0.590108633,415,23.47743225
273.6350014,0.057231782,21.61670113,22.75247765,,,,,15.13,14.871,14.498,0.3,0.693581104,415,22.75247765
273.9846808,1.821998699,22.43791962,23.11686325,,,,,14.77,14.257,14.035,0.3,0.619537413,415,23.11686325
274.3312467,1.821532858,22.37523651,24.56959724,,,,,16.736,15.968,16.016,0.3,0.739426076,415,24.56959724
274.0544176,1.814100934,21.98929596,23.23700714,,,,,13.527,13.131,12.906,0.3,0.618018091,415,23.23700714
274.0113839,1.751379361,21.03551865,21.59099197,16.987,15.969,15.564,,13.69,12.988,12.763,0.3,0.684769094,415,21.59099197
270.7469617,-2.040132257,21.86809921,24.76493645,15.949,14.615,,,12.264,11.799,11.597,0.3,0.951337576,415,24.76493645
270.4841551,-2.134844915,20.46092987,24.07600403,11.187,9.464,,8.334,6.725,6.011,5.799,0.3,0.754997194,415,24.07600403
270.3850801,-2.209883613,21.17077446,21.92306519,,,,,16.249,15.541,15.411,0.3,0.757037342,415,21.92306519
270.6798064,-2.245446215,22.18123627,23.06364059,,,,,12.435,11.682,11.436,0.3,0.89072907,415,23.06364059
270.7798115,-2.309301348,22.16692352,99,,,,,16.029,15.441,15.322,0.3,0.925447702,415,---
271.5368718,-2.100880533,22.2377243,99,,,,,15.996,15.143,14.955,0.3,1.35458684,415,---
271.507333,-2.287981918,21.68507576,99,,,,,15.864,15.308,15.02,0.3,1.358445644,415,---
271.3124343,-2.353949104,21.61075592,24.75143623,15.875,14.472,13.904,13.125,11.269,10.865,10.638,0.3,1.389742494,415,24.75143623
271.8697651,0.016468971,19.70015907,22.01491165,11.882,10.626,10.183,9.661,8.239,7.617,7.446,0.3,0.502896667,415,22.01491165
272.5650262,-0.011144299,21.60241508,99,,,,,14.536,13.708,13.58,0.3,0.642744601,415,---
272.7042423,-0.041910532,21.29007721,22.51639366,14.234,12.685,12.091,11.4,10.246,9.489,9.255,0.3,0.632847011,415,22.51639366
272.1291372,-0.054007976,21.3738327,22.04755783,17.132,15.984,15.523,15.006,14.051,13.48,13.303,0.3,0.57622683,415,22.04755783
272.959338,0.017645171,20.93813705,23.02499008,12.921,11.568,11.075,10.567,9.119,8.517,8.33,0.3,0.600313425,415,23.02499008
272.9670808,-0.001379753,21.67941093,24.59643555,16.618,15.105,14.369,,13.077,12.623,12.329,0.3,0.620891571,415,24.59643555
272.9602554,-0.05833171,22.14943314,99,,,,,16.357,15.815,15.242,0.3,0.628333032,415,---
272.8679155,-0.082509022,21.14003372,99,,,,,15.539,14.865,14.737,0.3,0.627334833,415,---
273.5139583,-0.102721006,21.97857666,99,,,,,15.698,14.832,14.517,0.3,0.712558091,415,---
274.3219441,1.570079792,21.54423141,23.14113235,12.878,11.272,10.712,10.079,8.283,7.591,7.423,0.3,0.769966006,415,23.14113235
274.0456033,1.459300403,20.62308884,23.1891098,13.032,11.439,10.871,10.219,8.374,7.745,7.542,0.3,0.797964334,415,23.1891098
271.2296303,0.797321455,20.46097565,24.48446655,12.077,10.698,10.199,9.69,8.081,7.491,7.258,0.3,0.432509422,415,24.48446655
271.1888244,0.754424642,21.24085808,23.54097748,12.794,11.463,10.966,10.429,8.804,8.175,7.997,0.3,0.425973445,415,23.54097748
271.4653822,0.668359618,21.62725449,22.39782333,,,,,16.303,15.284,14.132,0.3,0.434557021,415,22.39782333
271.6010854,0.704563118,20.5168705,23.09502602,13.656,12.368,11.883,11.34,9.813,9.176,9.017,0.3,0.449911773,415,23.09502602
271.3109659,0.722258707,21.67379189,22.77787018,,,,,15.44,15.072,14.835,0.3,0.417908102,415,22.77787018
271.212062,0.732454187,21.86135674,22.4131794,16.411,15.089,14.574,13.922,12.3,11.66,11.505,0.3,0.415924281,415,22.4131794
271.2169127,0.726474181,20.82748985,21.94406128,13.262,12.013,11.55,11.039,9.429,8.827,8.669,0.3,0.415924281,415,21.94406128
271.4665188,0.615093006,21.57866287,22.7373333,,,,,16.361,15.914,15.28,0.3,0.436673582,415,22.7373333
271.352137,0.624983712,21.42862892,99,,,,,15.126,14.619,14.409,0.3,0.430865198,415,---
270.7717429,0.423737856,21.18309402,23.53187561,,,,,16.043,15.598,15.016,0.3,0.425309271,415,23.53187561
270.9241302,0.099329092,20.2043705,20.73995209,,,,,15.321,15.188,14.923,0.3,0.407960236,415,20.73995209
274.1163767,1.374023868,21.79403305,22.83677101,,,,,14.311,14.012,13.761,0.3,0.73284477,415,22.83677101
274.4317955,1.298141655,22.30235863,23.80536461,16.126,14.418,13.779,12.899,11.023,10.345,10.111,0.3,0.91875416,415,23.80536461
274.1784376,1.279936764,18.27280998,22.86077881,12.417,11.2,10.731,10.166,8.682,8.118,7.899,0.3,0.738510847,415,22.86077881
274.0771844,1.078832855,21.5043602,21.95201111,,,,,16.174,16.059,15.736,0.3,0.85090518,415,21.95201111
271.225607,0.750823288,21.4744873,22.13707733,13.578,12.261,11.764,11.172,9.488,8.831,8.635,0.3,0.415924281,415,22.13707733
271.2034524,0.72973949,21.58427048,23.03191376,,,,,16.391,15.502,15.473,0.3,0.413176209,415,23.03191376
271.6910447,0.568223541,20.71931267,22.47046661,,,,,16.362,16.065,15.548,0.3,0.455068141,415,22.47046661
272.9330005,-0.149528868,20.0050869,23.73669052,11.263,9.891,9.422,8.855,7.372,6.713,6.542,0.3,0.654704273,415,23.73669052
273.2096397,-0.176918006,21.03164101,24.02341843,12.894,11.343,10.791,10.278,8.426,7.779,7.572,0.3,0.735009015,415,24.02341843
273.142744,-0.18835991,21.37191582,99,,,,,15.675,15.211,14.844,0.3,0.746945441,415,---
272.9064389,-0.202593835,21.31182289,24.14556885,16.316,15.619,,,13.574,13.31,13.107,0.3,0.65469718,415,24.14556885
273.0021377,-0.230840176,22.078125,99,,,,,16.278,15.413,14.987,0.3,0.674862802,415,---
274.1901969,1.019619759,20.01455116,22.72256851,12.993,11.712,11.152,10.566,9.104,8.51,8.308,0.3,0.979853868,415,22.72256851
274.4922096,1.002979889,21.28572273,22.68852615,,,,,14.14,13.543,13.369,0.3,0.907495022,415,22.68852615
274.4120211,0.959643125,22.04325104,24.78524399,,,,,15.58,15.262,15.058,0.3,0.897953987,415,24.78524399
274.3356086,0.958346524,21.11144066,22.26045418,,,,,16.839,16.175,15.6,0.3,0.907547891,415,22.26045418
270.840925,0.037006013,20.12895012,19.16156769,,,,,14.975,14.21,14.199,0.3,0.352683306,415,19.16156769
270.8596484,-0.043923716,22.12235069,99,,,,,15.741,15.048,14.754,0.3,0.341111958,415,---
272.2286742,-0.065501948,19.98036194,21.99345398,,,,,13.852,13.736,13.53,0.3,0.636160851,415,21.99345398
272.1208471,-0.081618294,21.864748,24.66307831,,,,,13.459,12.761,12.614,0.3,0.609333217,415,24.66307831
272.5706619,-0.090356934,21.14048004,21.31606102,,,,,13.757,13.037,12.87,0.3,0.631785572,415,21.31606102
272.5906559,-0.096391065,21.38230515,22.61283493,,,,,15.031,14.653,14.385,0.3,0.631785572,415,22.61283493
271.5926923,0.519564168,21.07471848,21.49484825,,,,,16.004,16.695,16.361,0.3,0.440485179,415,21.49484825
271.5389198,0.503868184,21.77718163,24.62471008,13.197,11.886,11.41,10.884,9.4,8.711,8.574,0.3,0.438494951,415,24.62471008
271.5053058,0.490127472,21.35715294,21.86569977,15.975,15.139,14.837,14.575,13.64,13.315,13.092,0.3,0.434524894,415,21.86569977
271.0850222,0.467884761,21.59444427,99,,,,,16.036,15.614,15.269,0.3,0.377992839,415,---
271.0752182,0.46755513,21.72791862,22.92562294,,,,,15.809,15.452,15.115,0.3,0.377992839,415,22.92562294
271.1744161,0.462809204,21.19230652,24.13163567,,,,,16.131,15.672,15.369,0.3,0.417091638,415,24.13163567
271.1029419,0.453530271,21.04837227,20.62077522,,,,,15.91,15.233,14.754,0.3,0.377992839,415,20.62077522
272.9811584,-0.310601065,20.75531578,24.43902588,14.973,13.83,13.384,12.849,11.324,10.772,10.614,0.3,0.694210947,415,24.43902588
273.4907479,-0.456947414,22.02830887,99,,,,,15.228,14.693,14.475,0.3,0.796122253,415,---
272.6438472,-0.248206983,21.35562134,22.05475044,,,,,15.879,15.908,15.086,0.3,0.677217185,415,22.05475044
272.4829658,-0.40067126,19.77517128,23.71170235,11.767,10.43,9.944,9.371,7.862,7.283,7.056,0.3,0.757908583,415,23.71170235
271.0426826,0.41651055,21.49687767,24.66008186,14.282,12.876,12.353,11.779,10.1,9.463,9.256,0.3,0.419481993,415,24.66008186
271.6155717,0.4037034,21.92203522,23.11745834,14.844,13.254,12.614,11.822,9.967,9.164,8.942,0.3,0.433675706,415,23.11745834
271.0262446,0.362512695,21.56194496,99,,,,,15.888,15.575,14.838,0.3,0.452197284,415,---
271.6456697,0.337736308,21.59130669,99,,,,,13.921,13.286,13.159,0.3,0.442745239,415,---
273.5318836,-0.456391588,21.4479351,22.52126503,13.606,12.119,11.55,11.052,9.27,8.614,8.442,0.3,0.793910146,415,22.52126503
273.2835768,-0.499261915,20.92279434,24.08346939,12.833,11.323,10.756,10.215,8.375,7.731,7.555,0.3,0.816145062,415,24.08346939
271.8134441,-0.164310887,21.07024574,24.60990906,12.811,11.448,10.965,10.432,8.895,8.318,8.124,0.3,0.496133685,415,24.60990906
271.9076671,-0.22455697,21.8218956,25.02572441,17.199,16.815,16.725,,15.02,14.661,14.362,0.3,0.540691793,415,25.02572441
271.4927258,0.306149854,21.358881,22.02111244,,,,,16.309,16.322,15.94,0.3,0.416117698,415,22.02111244
271.1507845,0.299077615,21.79666328,99,,,,,16.125,15.543,15.078,0.3,0.467166215,415,---
271.6879545,0.297333286,21.8939476,23.62238884,,,,,16.331,15.273,15.556,0.3,0.452028662,415,23.62238884
271.5545893,0.225783305,20.57460403,20.98356247,,,,,15.265,15.375,14.944,0.3,0.418253511,415,20.98356247
271.9873218,-0.22844809,19.77871513,22.81673241,15.468,14.897,14.697,,13.618,13.579,13.359,0.3,0.546235502,415,22.81673241
272.1550325,-0.182639234,21.57887077,21.51183319,,,,,15.716,15.49,14.95,0.3,0.56283778,415,21.51183319
272.1301032,-0.175538101,20.31395531,22.32108307,,,,,16.386,15.814,15.47,0.3,0.56283778,415,22.32108307
270.9756224,0.17560214,20.99736404,24.35692787,,,,,14.654,14.507,14.188,0.3,0.42048049,415,24.35692787
271.6545585,0.135998488,21.66208649,23.81043243,14.32,12.953,12.429,11.83,10.275,9.573,9.427,0.3,0.433601558,415,23.81043243
271.5705004,0.13309605,21.81732941,99,16.435,15.679,15.024,14.67,14.548,13.966,13.741,0.3,0.411712438,415,---
271.6680583,0.117564995,21.25981903,22.70186234,,,,,16.479,15.862,14.739,0.3,0.433601558,415,22.70186234
271.3749729,0.125405596,20.49884224,24.28644943,,,,,14.246,11.248,10.956,0.3,0.456888705,415,24.28644943
272.1722464,-0.527212403,21.89291191,24.3129425,,,,,15.803,14.995,15.041,0.3,0.715390027,415,24.3129425
271.5692417,0.088720579,22.06995964,99,,,,,15.595,15.19,14.881,0.3,0.414873153,415,---
271.1016161,0.066256491,19.91277885,20.3299942,,,,,15.885,15.775,15.334,0.3,0.408473223,415,20.3299942
271.306091,0.062487836,20.53740311,22.45792007,12.945,11.636,11.02,10.344,8.826,8.139,7.979,0.3,0.432783157,415,22.45792007
271.7938545,0.056199386,20.04854393,99,14.698,13.665,13.263,12.715,11.211,10.631,10.466,0.3,0.487398773,415,---
271.0731524,0.054822157,21.04622459,24.5261631,,,,,15.703,15.396,15.128,0.3,0.412486076,415,24.5261631
271.8629604,-0.752624909,21.77853012,21.33143425,,,,,16.745,16.346,16.006,0.3,0.727767885,415,21.33143425
272.125997,-0.748086752,21.28121948,99,16.433,14.936,14.322,13.217,11.401,10.71,10.544,0.3,0.863599479,415,---
271.8817597,-0.775537135,21.40108681,23.02646255,15.594,14.358,13.873,13.276,11.748,11.332,11.128,0.3,0.757315516,415,23.02646255
271.0506198,0.004963364,21.10027313,22.93619347,,,,,13.534,13.258,13.051,0.3,0.406346381,415,22.93619347
271.4113235,-0.002897753,20.65457344,18.57031822,,,,,14.044,13.484,13.34,0.3,0.448941082,415,18.57031822
271.4980767,-0.002129846,20.66363907,22.50658035,12.777,11.474,11.003,10.499,8.932,8.44,8.173,0.3,0.439044386,415,22.50658035
271.4059119,-0.025062181,21.05193138,18.97195435,,,,,13.923,13.284,13.205,0.3,0.450181007,415,18.97195435
271.6528929,-0.038605953,21.32448578,21.43580818,,,,,16.301,15.972,15.461,0.3,0.45563072,415,21.43580818
271.4679157,-0.032535704,21.10872841,99,,,,,15.839,15.422,14.902,0.3,0.441626608,415,---
272.129047,-0.980642256,22.00088692,99,,,,,15.744,14.87,14.907,0.3,1.059630871,415,---
271.8186274,-1.027191907,21.7485733,99,,,,,16.278,15.593,15.398,0.3,0.896495819,415,---
271.8005813,0.283130178,21.00860786,99,15.32,14.242,13.821,13.287,12.328,11.748,11.581,0.3,0.449544102,415,---
271.3118831,-0.100757782,21.60782814,23.08808708,,,,,16.074,14.544,15.297,0.3,0.414140314,415,23.08808708
271.3231246,-0.114422502,20.32307243,22.27993011,15.357,14.342,13.923,13.47,12.031,11.417,11.281,0.3,0.414140314,415,22.27993011
271.3507815,-0.158153477,21.86893463,23.6800499,16.385,15.349,15.037,,13.526,12.628,12.58,0.3,0.412718892,415,23.6800499
271.632347,-0.16044548,21.26819038,22.62700272,,,,,15.606,15.434,15.227,0.3,0.456404746,415,22.62700272
271.6934163,-0.151515697,19.803339,20.39578629,,,,,16.42,16.262,15.664,0.3,0.465771556,415,20.39578629
271.6982929,-0.168661368,21.78953743,23.41162872,,,,,14.239,13.743,13.529,0.3,0.465771556,415,23.41162872
271.1019615,-0.180012957,21.79487038,99,,,,,16.668,15.885,15.349,0.3,0.417274207,415,---
271.1578493,-0.237257771,20.60479736,21.97633743,,,,,12.982,12.316,12.047,0.3,0.449838728,415,21.97633743
270.9934477,-0.244376717,19.76771545,23.3955307,12.835,11.558,11.079,10.62,8.949,8.425,8.146,0.3,0.391097933,415,23.3955307
